DATE	TYPE	TeamA	ConfA	TeamB	VenueA	RESULT	ResultA	Scores	split_1	split_2	ScoreA	ScoreB
2022-02-17	C	UNC Greensboro	SC	Chattanooga	A	W, 73-70	W	73-70	73	70	73	70
2022-02-05	C	Vermont	AE	UMass Lowell	A	W, 78-67	W	78-67	78	67	78	67
2022-02-05	C	Belmont	OVC	Tennessee Tech	A	W, 100-92	W	100-92	100	92	100	92
2022-02-26	C	Florida Gulf Coast	ASun	Jacksonville	H	W, 76-69	W	76-69	76	69	76	69
2021-11-13	N	Lipscomb	ASun	South Carolina St.	N	W, 93-81	W	93-81	93	81	93	81
2022-02-26	C	Missouri St.	MVC	Evansville	A	W, 88-79	W	88-79	88	79	88	79
2022-02-10	C	Delaware	CAA	Northeastern	H	W, 74-61	W	74-61	74	61	74	61
2021-12-21	N	Samford	SC	Mississippi	A	W, 75-73	W	75-73	75	73	75	73
2022-02-24	C	Siena	MAAC	Quinnipiac	A	W, 78-71	W	78-71	78	71	78	71
2021-11-13	N	St. Thomas	Sum	St. Francis NY	A	W, 91-73	W	91-73	91	73	91	73
2022-01-30	C	Cleveland St.	Horz	Northern Kentucky	A	L, 78-72	L	78-72	78	72	72	78
2021-11-13	N	Loyola Chicago	MVC	Florida Gulf Coast	H	W, 89-77	W	89-77	89	77	89	77
2022-02-03	C	Gonzaga	WCC	San Diego	A	W, 92-62	W	92-62	92	62	92	62
2022-02-23	C	Louisiana Lafayette	SB	Georgia Southern	A	W, 82-69	W	82-69	82	69	82	69
2022-01-26	C	New Hampshire	AE	Maine	H	W, 73-61	W	73-61	73	61	73	61
2022-01-15	C	Alcorn St.	SWAC	Texas Southern	H	W, 73-72	W	73-72	73	72	73	72
2022-02-22	C	Toledo	MAC	Western Michigan	A	W, 92-50	W	92-50	92	50	92	50
2022-03-20	P	North Texas	CUSA	Virginia	H	L, 71-69	L	71-69	71	69	69	71
2022-02-26	C	Old Dominion	CUSA	FIU	H	W, 83-63	W	83-63	83	63	83	63
2021-12-30	C	Cleveland St.	Horz	Fort Wayne	H	W, 90-81	W	90-81	90	81	90	81
2022-03-05	CT	Winthrop	BSth	Gardner Webb	N	W, 76-67	W	76-67	76	67	76	67
2021-11-20	N	Georgia Southern	SB	Hampton	N	W, 86-66	W	86-66	86	66	86	66
2022-01-29	C	Western Kentucky	CUSA	Middle Tennessee	H	L, 93-85	L	93-85	93	85	85	93
2021-11-09	N	The Citadel	SC	Pittsburgh	A	W, 78-63	W	78-63	78	63	78	63
2021-12-25	N	BYU	WCC	Liberty	N	W, 80-75	W	80-75	80	75	80	75
2021-12-08	N	Youngstown St.	Horz	Central Michigan	H	W, 84-77	W	84-77	84	77	84	77
2022-02-12	C	Penn	Ivy	Harvard	H	W, 82-74	W	82-74	82	74	82	74
2022-02-16	C	Hampton	BSth	North Carolina A&T	H	W, 93-82	W	93-82	93	82	93	82
2021-11-11	N	Northern Colorado	BSky	Hawaii	A	W, 81-78	W	81-78	81	78	81	78
2021-12-14	N	Towson	CAA	UNC Greensboro	H	W, 74-64	W	74-64	74	64	74	64
2022-02-19	C	Louisiana Tech	CUSA	UTSA	H	W, 95-71	W	95-71	95	71	95	71
2022-02-19	C	Winthrop	BSth	UNC Asheville	A	W, 84-79	W	84-79	84	79	84	79
2021-11-22	N	Winthrop	BSth	Washington St.	A	L, 92-86	L	92-86	92	86	86	92
2022-02-19	C	UC Davis	BW	Cal St. Bakersfield	H	W, 81-79	W	81-79	81	79	81	79
2021-12-15	N	Belmont	OVC	Chattanooga	H	W, 76-68	W	76-68	76	68	76	68
2021-11-27	N	LIU Brooklyn	NEC	Delaware St.	H	W, 99-65	W	99-65	99	65	99	65
2022-03-18	P	UAB	CUSA	Houston	N	L, 82-68	L	82-68	82	68	68	82
2022-01-19	C	Colorado St.	MWC	New Mexico	H	W, 80-74	W	80-74	80	74	80	74
2022-01-06	C	Nebraska Omaha	Sum	North Dakota	H	W, 98-82	W	98-82	98	82	98	82
2022-01-29	C	Louisiana Tech	CUSA	North Texas	H	L, 63-62	L	63-62	63	62	62	63
2022-02-26	C	San Francisco	WCC	San Diego	A	W, 78-62	W	78-62	78	62	78	62
2022-02-10	C	Texas St.	SB	Louisiana Lafayette	A	W, 82-73	W	82-73	82	73	82	73
2022-01-22	C	UC Riverside	BW	Cal St. Northridge	A	W, 77-67	W	77-67	77	67	77	67
2022-03-06	CT	Longwood	BSth	Winthrop	N	W, 79-58	W	79-58	79	58	79	58
2022-01-15	C	Youngstown St.	Horz	Wright St.	H	W, 90-87	W	90-87	90	87	90	87
2021-12-04	C	Youngstown St.	Horz	Green Bay	A	W, 82-58	W	82-58	82	58	82	58
2021-12-30	C	Chattanooga	SC	East Tennessee St.	H	W, 82-52	W	82-52	82	52	82	52
2021-11-23	N	Nevada	MWC	George Mason	N	W, 88-69	W	88-69	88	69	88	69
2021-11-20	N	Illinois Chicago	Horz	Loyola Chicago	A	L, 80-63	L	80-63	80	63	63	80
2022-03-16	P	Southern Utah	BSky	Kent St.	H	W, 83-79	W	83-79	83	79	83	79
2022-01-28	C	Saint Peter's	MAAC	Manhattan	H	W, 77-51	W	77-51	77	51	77	51
2021-11-27	N	Marshall	CUSA	Indiana	A	L, 90-79	L	90-79	90	79	79	90
2021-11-17	N	Missouri St.	MVC	Sam Houston St.	A	W, 77-55	W	77-55	77	55	77	55
2022-01-16	C	Marist	MAAC	Monmouth	H	W, 84-48	W	84-48	84	48	84	48
2022-01-29	C	Gonzaga	WCC	Portland	H	W, 104-72	W	104-72	104	72	104	72
2022-02-19	C	San Diego St.	MWC	Fresno St.	A	W, 61-44	W	61-44	61	44	61	44
2022-02-10	C	South Dakota St.	Sum	Denver	A	W, 84-61	W	84-61	84	61	84	61
2022-02-24	C	Oral Roberts	Sum	South Dakota St.	H	L, 106-102	L	106-102	106	102	102	106
2022-02-12	C	Vermont	AE	Albany	A	W, 76-63	W	76-63	76	63	76	63
2021-11-13	N	Youngstown St.	Horz	Southeast Missouri S	A	W, 97-79	W	97-79	97	79	97	79
2022-01-22	C	Delaware	CAA	Elon	H	W, 80-77	W	80-77	80	77	80	77
2022-01-15	C	Northern Iowa	MVC	Southern Illinois	A	W, 69-68	W	69-68	69	68	69	68
2022-02-08	C	Florida Atlantic	CUSA	Old Dominion	H	W, 81-62	W	81-62	81	62	81	62
2021-12-11	N	Princeton	Ivy	Lafayette	A	W, 84-73	W	84-73	84	73	84	73
2022-01-06	C	Tarleton St.	WAC	Sam Houston St.	H	W, 75-64	W	75-64	75	64	75	64
2022-03-03	C	Southern Utah	BSky	Idaho St.	A	W, 79-71	W	79-71	79	71	79	71
2022-02-14	C	Southern Utah	BSky	Northern Colorado	A	L, 100-95	L	100-95	100	95	95	100
2021-12-18	N	Bellarmine	ASun	Miami OH	A	W, 77-68	W	77-68	77	68	77	68
2021-12-05	N	Belmont	OVC	Samford	A	W, 85-73	W	85-73	85	73	85	73
2022-02-10	C	BYU	WCC	Loyola Marymount	A	W, 83-82	W	83-82	83	82	83	82
2022-02-26	C	UC San Diego	BW	Cal St. Fullerton	H	W, 81-76	W	81-76	81	76	81	76
2022-01-06	N	Long Beach St.	BW	UCLA	A	L, 96-78	L	96-78	96	78	78	96
2022-01-18	C	Loyola Chicago	MVC	Evansville	A	W, 77-48	W	77-48	77	48	77	48
2022-01-27	C	Saint Mary's	WCC	San Francisco	A	W, 72-70	W	72-70	72	70	72	70
2021-12-01	N	UC Riverside	BW	Oregon	A	L, 71-65	L	71-65	71	65	65	71
2022-03-05	C	Cal Poly	BW	UC San Diego	H	W, 80-76	W	80-76	80	76	80	76
2022-01-15	C	Wright St.	Horz	Youngstown St.	A	L, 90-87	L	90-87	90	87	87	90
2021-12-11	N	Drake	MVC	Clemson	N	L, 90-80	L	90-80	90	80	80	90
2021-11-21	N	New Mexico St.	WAC	Indiana St.	N	W, 80-66	W	80-66	80	66	80	66
2021-12-18	N	Western Kentucky	CUSA	Louisville	H	W, 82-72	W	82-72	82	72	82	72
2021-11-14	N	Drake	MVC	South Dakota	H	W, 99-50	W	99-50	99	50	99	50
2022-02-07	C	Middle Tennessee	CUSA	UTSA	H	W, 84-75	W	84-75	84	75	84	75
2022-01-15	C	Vermont	AE	UMBC	A	W, 86-69	W	86-69	86	69	86	69
2021-11-22	N	Delaware	CAA	Appalachian St.	N	W, 75-68	W	75-68	75	68	75	68
2022-02-24	C	Detroit	Horz	Cleveland St.	H	W, 74-67	W	74-67	74	67	74	67
2021-12-03	C	Fairfield	MAAC	Canisius	A	W, 74-68	W	74-68	74	68	74	68
2022-01-29	C	Furman	SC	Mercer	A	W, 80-50	W	80-50	80	50	80	50
2022-01-13	C	Texas St.	SB	Louisiana Monroe	H	W, 80-56	W	80-56	80	56	80	56
2022-02-09	C	Bradley	MVC	Loyola Chicago	H	W, 68-61	W	68-61	68	61	68	61
2021-12-18	N	Nicholls St.	Slnd	Mississippi Valley S	H	W, 104-73	W	104-73	104	73	104	73
2022-01-06	C	Seattle	WAC	Chicago St.	A	W, 93-77	W	93-77	93	77	93	77
2021-12-30	C	UT Arlington	SB	South Alabama	H	W, 89-87	W	89-87	89	87	89	87
2022-03-03	C	UC Riverside	BW	Cal St. Fullerton	A	W, 75-72	W	75-72	75	72	75	72
2021-12-07	N	Santa Clara	WCC	Mount St. Mary's	H	W, 88-77	W	88-77	88	77	88	77
2022-02-24	C	Northern Kentucky	Horz	Robert Morris	H	W, 78-64	W	78-64	78	64	78	64
2022-02-19	C	Liberty	ASun	Stetson	H	W, 88-82	W	88-82	88	82	88	82
2021-12-22	N	Towson	CAA	Navy	A	W, 69-52	W	69-52	69	52	69	52
2022-01-22	C	UC San Diego	BW	Cal St. Fullerton	A	L, 83-80	L	83-80	83	80	80	83
2022-02-02	C	East Tennessee St.	SC	Western Carolina	A	L, 87-84	L	87-84	87	84	84	87
2022-02-07	C	Tennessee Tech	OVC	Eastern Illinois	H	W, 84-58	W	84-58	84	58	84	58
2021-12-07	N	Furman	SC	Winthrop	A	L, 85-80	L	85-80	85	80	80	85
2022-02-12	C	Coastal Carolina	SB	Georgia Southern	H	W, 79-58	W	79-58	79	58	79	58
2022-01-24	C	Howard	MEAC	Coppin St.	A	L, 83-81	L	83-81	83	81	81	83
2022-01-08	C	North Carolina A&T	BSth	Radford	A	W, 73-72	W	73-72	73	72	73	72
2021-11-14	N	Texas A&M Corpus Chr	Slnd	Texas A&M	A	L, 86-65	L	86-65	86	65	65	86
2022-01-01	C	UAB	CUSA	UTSA	H	W, 87-59	W	87-59	87	59	87	59
2022-03-09	CT	Utah St.	MWC	Air Force	N	W, 83-56	W	83-56	83	56	83	56
2021-12-18	N	Chattanooga	SC	Murray St.	A	L, 87-76	L	87-76	87	76	76	87
2022-02-20	C	Fort Wayne	Horz	Milwaukee	A	W, 81-71	W	81-71	81	71	81	71
2022-01-27	C	Oral Roberts	Sum	Nebraska Omaha	A	W, 100-88	W	100-88	100	88	100	88
2021-12-08	N	Quinnipiac	MAAC	Dartmouth	A	W, 72-69	W	72-69	72	69	72	69
2022-02-28	C	San Diego St.	MWC	Wyoming	A	W, 73-66	W	73-66	73	66	73	66
2022-02-12	C	Oral Roberts	Sum	UMKC	H	W, 91-86	W	91-86	91	86	91	86
2022-01-01	C	Oakland	Horz	Youngstown St.	H	W, 87-72	W	87-72	87	72	87	72
2021-11-21	N	Boston University	Pat	Northern Illinois	N	W, 76-58	W	76-58	76	58	76	58
2022-03-05	C	Chicago St.	WAC	Seattle	A	L, 74-66	L	74-66	74	66	66	74
2022-01-27	C	Drexel	CAA	James Madison	A	W, 88-82	W	88-82	88	82	88	82
2022-01-29	C	VMI	SC	East Tennessee St.	H	W, 83-79	W	83-79	83	79	83	79
2022-02-28	C	Morgan St.	MEAC	Maryland Eastern Sho	H	W, 82-48	W	82-48	82	48	82	48
2022-02-07	C	Montana St.	BSky	Idaho St.	A	W, 72-54	W	72-54	72	54	72	54
2021-12-11	N	East Tennessee St.	SC	Morehead St.	H	W, 82-75	W	82-75	82	75	82	75
2022-02-12	C	Utah Valley	WAC	New Mexico St.	H	W, 72-68	W	72-68	72	68	72	68
2022-01-13	C	South Dakota St.	Sum	Nebraska Omaha	A	W, 95-86	W	95-86	95	86	95	86
2022-01-12	C	Southern Illinois	MVC	Missouri St.	A	L, 81-76	L	81-76	81	76	76	81
2022-02-05	C	UC Santa Barbara	BW	UC San Diego	H	W, 84-48	W	84-48	84	48	84	48
2021-11-09	N	Arkansas Pine Bluff	SWAC	Creighton	A	L, 90-77	L	90-77	90	77	77	90
2022-02-24	C	UC Riverside	BW	Cal St. Northridge	H	W, 79-57	W	79-57	79	57	79	57
2022-01-22	C	VMI	SC	Chattanooga	H	L, 78-74	L	78-74	78	74	74	78
2021-11-13	N	Florida Gulf Coast	ASun	Loyola Chicago	A	L, 89-77	L	89-77	89	77	77	89
2022-03-17	P	Saint Peter's	MAAC	Kentucky	N	W, 85-79	W	85-79	85	79	85	79
2022-02-17	C	UT Arlington	SB	Little Rock	H	W, 85-70	W	85-70	85	70	85	70
2022-02-24	C	Montana	BSky	Southern Utah	A	L, 82-74	L	82-74	82	74	74	82
2022-01-01	C	Northern Colorado	BSky	Southern Utah	A	W, 91-81	W	91-81	91	81	91	81
2022-01-20	C	Rice	CUSA	Old Dominion	H	W, 77-69	W	77-69	77	69	77	69
2022-02-16	C	Seattle	WAC	UT Rio Grande Valley	A	W, 102-62	W	102-62	102	62	102	62
2022-02-03	C	Western Kentucky	CUSA	Charlotte	A	W, 78-59	W	78-59	78	59	78	59
2022-03-23	P	Youngstown St.	Horz	Fresno St.	A	L, 80-71	L	80-71	80	71	71	80
2021-12-07	N	Brown	Ivy	Merrimack	A	W, 76-56	W	76-56	76	56	76	56
2022-01-22	C	James Madison	CAA	College of Charlesto	H	W, 95-94	W	95-94	95	94	95	94
2022-01-24	C	Idaho	BSky	Portland St.	A	W, 84-79	W	84-79	84	79	84	79
2021-11-27	N	Colorado St.	MWC	Northern Colorado	H	W, 88-79	W	88-79	88	79	88	79
2021-11-09	N	Saint Mary's	WCC	Prairie View A&M	H	W, 87-68	W	87-68	87	68	87	68
2022-01-06	C	Chicago St.	WAC	Seattle	H	L, 93-77	L	93-77	93	77	77	93
2021-12-25	N	Wyoming	MWC	South Florida	N	W, 77-57	W	77-57	77	57	77	57
2021-12-11	N	Utah Valley	WAC	Wyoming	A	L, 74-62	L	74-62	74	62	62	74
2021-12-01	N	Coppin St.	MEAC	St. Bonaventure	A	L, 93-81	L	93-81	93	81	81	93
2022-02-26	C	Texas Southern	SWAC	Jackson St.	H	W, 81-66	W	81-66	81	66	81	66
2022-03-05	C	Rider	MAAC	Monmouth	H	W, 74-65	W	74-65	74	65	74	65
2022-01-15	C	Grand Canyon	WAC	Tarleton St.	H	W, 80-59	W	80-59	80	59	80	59
2022-01-13	C	Old Dominion	CUSA	UTSA	H	W, 83-51	W	83-51	83	51	83	51
2021-12-29	C	VMI	SC	Wofford	A	W, 80-73	W	80-73	80	73	80	73
2022-01-04	C	Army	Pat	Bucknell	A	W, 96-89	W	96-89	96	89	96	89
2021-12-01	N	Western Illinois	Sum	Ball St.	H	W, 93-80	W	93-80	93	80	93	80
2022-02-04	C	Wright St.	Horz	Detroit	H	W, 90-59	W	90-59	90	59	90	59
2021-11-10	N	Florida Atlantic	CUSA	New Mexico	A	L, 99-92	L	99-92	99	92	92	99
2022-03-09	CT	Colgate	Pat	Navy	H	W, 74-58	W	74-58	74	58	74	58
2022-03-01	CT	Florida Gulf Coast	ASun	North Alabama	H	W, 81-72	W	81-72	81	72	81	72
2021-11-23	N	New Hampshire	AE	Quinnipiac	H	W, 84-69	W	84-69	84	69	84	69
2022-01-22	C	Nicholls St.	Slnd	Southeastern Louisia	H	L, 101-93	L	101-93	101	93	93	101
2022-02-13	C	Old Dominion	CUSA	UAB	H	W, 81-72	W	81-72	81	72	81	72
2022-01-15	C	Wofford	SC	Western Carolina	A	W, 84-64	W	84-64	84	64	84	64
2022-02-12	C	Bellarmine	ASun	North Alabama	A	W, 75-69	W	75-69	75	69	75	69
2022-02-02	C	Samford	SC	Chattanooga	H	W, 80-72	W	80-72	80	72	80	72
2022-01-29	C	Delaware	CAA	James Madison	A	W, 85-69	W	85-69	85	69	85	69
2021-11-17	N	Drexel	CAA	Saint Joseph's	A	W, 78-75	W	78-75	78	75	78	75
2022-02-01	C	Fresno St.	MWC	San Jose St.	A	W, 73-43	W	73-43	73	43	73	43
2022-01-08	C	Idaho	BSky	Eastern Washington	A	L, 96-93	L	96-93	96	93	93	96
2021-11-20	N	Incarnate Word	Slnd	Texas Tech	N	L, 84-62	L	84-62	84	62	62	84
2021-12-01	N	Akron	MAC	Marshall	H	W, 88-86	W	88-86	88	86	88	86
2022-02-03	C	Northwestern St.	Slnd	Houston Baptist	A	W, 97-87	W	97-87	97	87	97	87
2022-02-24	C	North Texas	CUSA	Southern Miss	H	W, 85-61	W	85-61	85	61	85	61
2022-03-21	P	Drake	MVC	UNC Wilmington	N	L, 76-75	L	76-75	76	75	75	76
2022-01-22	C	Denver	Sum	Nebraska Omaha	H	W, 94-63	W	94-63	94	63	94	63
2022-02-22	C	Bowling Green	MAC	Akron	A	L, 82-68	L	82-68	82	68	68	82
2022-02-13	C	Marshall	CUSA	UTEP	A	W, 88-79	W	88-79	88	79	88	79
2021-11-09	N	Oral Roberts	Sum	Colorado St.	A	L, 109-80	L	109-80	109	80	80	109
2022-03-19	P	Portland	WCC	New Orleans	A	W, 94-73	W	94-73	94	73	94	73
2022-01-29	C	Marshall	CUSA	UAB	H	W, 84-81	W	84-81	84	81	84	81
2021-12-08	N	Wofford	SC	Gardner Webb	A	W, 78-70	W	78-70	78	70	78	70
2022-01-31	C	Vermont	AE	Albany	H	W, 73-61	W	73-61	73	61	73	61
2022-02-02	C	Northern Iowa	MVC	Bradley	H	W, 78-65	W	78-65	78	65	78	65
2021-12-22	N	College of Charlesto	CAA	Old Dominion	A	W, 82-80	W	82-80	82	80	82	80
2022-02-23	C	Jacksonville St.	ASun	Eastern Kentucky	H	W, 81-68	W	81-68	81	68	81	68
2022-02-15	C	Miami OH	MAC	Ohio	A	L, 91-78	L	91-78	91	78	78	91
2022-02-14	C	Mississippi Valley S	SWAC	Alabama St.	A	W, 85-71	W	85-71	85	71	85	71
2021-11-18	N	Nevada	MWC	San Francisco	A	L, 73-70	L	73-70	73	70	70	73
2021-12-03	N	New Mexico St.	WAC	UTEP	A	W, 72-69	W	72-69	72	69	72	69
2021-12-22	N	UNLV	MWC	San Diego	H	W, 80-57	W	80-57	80	57	80	57
2022-02-19	C	Gonzaga	WCC	Santa Clara	H	W, 81-69	W	81-69	81	69	81	69
2022-02-05	C	Murray St.	OVC	SIU Edwardsville	H	W, 79-59	W	79-59	79	59	79	59
2022-02-12	C	Southern Utah	BSky	Sacramento St.	A	W, 83-57	W	83-57	83	57	83	57
2021-12-22	N	Texas A&M Corpus Chr	Slnd	Notre Dame	A	L, 83-73	L	83-73	83	73	73	83
2022-01-28	C	New Mexico	MWC	San Jose St.	H	W, 86-70	W	86-70	86	70	86	70
2021-11-12	N	South Dakota St.	Sum	Alabama	A	L, 104-88	L	104-88	104	88	88	104
2022-01-31	C	UMKC	Sum	Western Illinois	A	W, 83-75	W	83-75	83	75	83	75
2022-02-21	C	Middle Tennessee	CUSA	UTEP	H	W, 77-59	W	77-59	77	59	77	59
2022-01-24	C	Weber St.	BSky	Southern Utah	A	W, 92-84	W	92-84	92	84	92	84
2021-11-16	N	Yale	Ivy	Siena	A	W, 82-54	W	82-54	82	54	82	54
2022-03-11	CT	Akron	MAC	Toledo	N	W, 70-62	W	70-62	70	62	70	62
2022-02-03	C	Texas St.	SB	Appalachian St.	H	W, 68-66	W	68-66	68	66	68	66
2022-03-05	C	Boise St.	MWC	Colorado St.	A	L, 71-68	L	71-68	71	68	68	71
2021-11-25	N	Illinois Chicago	Horz	Hawaii	N	L, 88-80	L	88-80	88	80	80	88
2022-01-29	C	Jacksonville St.	ASun	Liberty	A	W, 77-67	W	77-67	77	67	77	67
2021-12-31	C	LIU Brooklyn	NEC	Merrimack	A	L, 82-77	L	82-77	82	77	77	82
2022-02-05	C	Louisiana Tech	CUSA	FIU	A	W, 86-82	W	86-82	86	82	86	82
2021-12-31	C	Quinnipiac	MAAC	Niagara	H	W, 77-68	W	77-68	77	68	77	68
2022-02-07	C	Northern Colorado	BSky	Northern Arizona	H	W, 82-60	W	82-60	82	60	82	60
2021-11-16	N	Norfolk St.	MEAC	William & Mary	H	W, 91-74	W	91-74	91	74	91	74
2022-03-15	P	Belmont	OVC	Vanderbilt	A	L, 82-71	L	82-71	82	71	71	82
2021-12-25	N	Liberty	ASun	BYU	N	L, 80-75	L	80-75	80	75	75	80
2022-02-12	C	Western Michigan	MAC	Central Michigan	H	W, 77-63	W	77-63	77	63	77	63
2021-11-18	N	New Mexico St.	WAC	Davidson	N	W, 76-64	W	76-64	76	64	76	64
2022-01-27	C	Marshall	CUSA	Middle Tennessee	H	L, 81-79	L	81-79	81	79	79	81
2022-03-05	CT	Santa Clara	WCC	Portland	N	W, 91-67	W	91-67	91	67	91	67
2021-12-31	C	Sacred Heart	NEC	Bryant	A	L, 85-82	L	85-82	85	82	82	85
2021-12-08	N	UNLV	MWC	Seattle	N	W, 76-56	W	76-56	76	56	76	56
2022-02-19	C	Tarleton St.	WAC	Chicago St.	A	W, 79-60	W	79-60	79	60	79	60
2022-03-21	P	South Alabama	SB	USC Upstate	H	W, 83-79	W	83-79	83	79	83	79
2022-02-22	C	Ball St.	MAC	Kent St.	A	L, 93-82	L	93-82	93	82	82	93
2022-02-12	C	Liberty	ASun	Jacksonville	A	L, 73-69	L	73-69	73	69	69	73
2022-02-24	C	Santa Clara	WCC	Pepperdine	A	W, 89-73	W	89-73	89	73	89	73
2021-12-30	C	South Alabama	SB	UT Arlington	A	L, 89-87	L	89-87	89	87	87	89
2022-01-22	C	Bradley	MVC	Southern Illinois	H	W, 70-62	W	70-62	70	62	70	62
2022-03-22	P	UNC Wilmington	CAA	Northern Colorado	N	W, 80-64	W	80-64	80	64	80	64
2022-02-12	C	San Diego St.	MWC	Air Force	H	W, 76-64	W	76-64	76	64	76	64
2021-12-13	N	Cal Poly	BW	Portland	A	L, 78-77	L	78-77	78	77	77	78
2022-02-17	C	Colorado St.	MWC	New Mexico	A	W, 83-68	W	83-68	83	68	83	68
2022-02-11	C	Colorado St.	MWC	Fresno St.	H	W, 65-50	W	65-50	65	50	65	50
2022-02-12	C	Hofstra	CAA	Delaware	A	W, 80-66	W	80-66	80	66	80	66
2022-02-10	C	Hofstra	CAA	Drexel	A	W, 83-73	W	83-73	83	73	83	73
2022-01-30	C	Drake	MVC	Loyola Chicago	H	W, 77-68	W	77-68	77	68	77	68
2021-12-30	C	Old Dominion	CUSA	FIU	A	W, 82-77	W	82-77	82	77	82	77
2022-01-29	C	USC Upstate	BSth	North Carolina A&T	A	W, 84-64	W	84-64	84	64	84	64
2022-02-10	C	Louisiana Monroe	SB	UT Arlington	H	W, 74-71	W	74-71	74	71	74	71
2022-03-09	CT	Utah Valley	WAC	Abilene Christian	N	L, 82-74	L	82-74	82	74	74	82
2022-02-14	C	Hartford	AE	Vermont	H	W, 75-74	W	75-74	75	74	75	74
2022-03-21	P	UNC Wilmington	CAA	Drake	N	W, 76-75	W	76-75	76	75	76	75
2021-12-28	C	Boise St.	MWC	Fresno St.	H	W, 65-55	W	65-55	65	55	65	55
2022-02-10	C	Grand Canyon	WAC	Utah Valley	A	W, 79-69	W	79-69	79	69	79	69
2022-01-08	C	Eastern Washington	BSky	Idaho	H	W, 96-93	W	96-93	96	93	96	93
2022-01-15	C	Oral Roberts	Sum	UMKC	A	W, 84-72	W	84-72	84	72	84	72
2022-02-19	C	Southern Illinois	MVC	Indiana St.	A	W, 76-72	W	76-72	76	72	76	72
2021-12-01	N	Florida Atlantic	CUSA	Stetson	H	W, 83-73	W	83-73	83	73	83	73
2022-02-03	C	Western Illinois	Sum	Oral Roberts	A	W, 90-85	W	90-85	90	85	90	85
2022-01-22	C	Wright St.	Horz	Illinois Chicago	A	W, 97-81	W	97-81	97	81	97	81
2022-02-17	C	Texas St.	SB	Arkansas St.	H	W, 84-67	W	84-67	84	67	84	67
2021-11-19	N	Southern Illinois	MVC	Colorado	N	W, 67-63	W	67-63	67	63	67	63
2022-01-08	C	Hampton	BSth	Gardner Webb	A	L, 78-69	L	78-69	78	69	69	78
2022-02-19	C	Stony Brook	AE	Hartford	H	W, 88-82	W	88-82	88	82	88	82
2022-02-24	C	Southern Utah	BSky	Montana	H	W, 82-74	W	82-74	82	74	82	74
2022-03-21	P	Northern Colorado	BSky	UNC Asheville	N	W, 87-84	W	87-84	87	84	87	84
2021-12-04	N	Penn	Ivy	Temple	A	L, 81-72	L	81-72	81	72	72	81
2022-01-19	C	USC Upstate	BSth	Gardner Webb	A	W, 74-61	W	74-61	74	61	74	61
2022-01-29	C	Ball St.	MAC	Western Michigan	H	W, 83-72	W	83-72	83	72	83	72
2022-01-20	C	Belmont	OVC	Morehead St.	A	L, 83-74	L	83-74	83	74	74	83
2022-01-01	C	Akron	MAC	Buffalo	H	W, 88-76	W	88-76	88	76	88	76
2021-11-22	N	Southern Illinois	MVC	Creighton	N	L, 66-64	L	66-64	66	64	64	66
2022-02-26	C	Idaho	BSky	Northern Colorado	A	L, 98-94	L	98-94	98	94	94	98
2022-02-04	C	Iona	MAAC	Canisius	A	W, 70-62	W	70-62	70	62	70	62
2022-02-24	C	Rice	CUSA	Louisiana Tech	H	L, 83-79	L	83-79	83	79	79	83
2022-02-16	C	Lafayette	Pat	Loyola MD	H	W, 77-68	W	77-68	77	68	77	68
2022-02-10	C	Wagner	NEC	Mount St. Mary's	H	W, 69-57	W	69-57	69	57	69	57
2022-02-12	C	Fairfield	MAAC	Niagara	H	W, 73-53	W	73-53	73	53	73	53
2022-03-26	P	Southern Utah	BSky	Portland	H	W, 77-66	W	77-66	77	66	77	66
2022-02-28	C	Wyoming	MWC	San Diego St.	H	L, 73-66	L	73-66	73	66	66	73
2022-01-12	C	Santa Clara	WCC	Pacific	A	W, 84-70	W	84-70	84	70	84	70
2022-01-22	C	UAB	CUSA	Louisiana Tech	A	W, 83-76	W	83-76	83	76	83	76
2021-12-11	N	Detroit	Horz	Western Michigan	H	W, 83-64	W	83-64	83	64	83	64
2021-11-19	N	Gonzaga	WCC	Bellarmine	H	W, 92-50	W	92-50	92	50	92	50
2021-11-19	N	Santa Clara	WCC	Cal Poly	H	W, 87-57	W	87-57	87	57	87	57
2022-01-10	C	Winthrop	BSth	Campbell	H	W, 74-72	W	74-72	74	72	74	72
2022-01-29	C	East Tennessee St.	SC	VMI	A	L, 83-79	L	83-79	83	79	79	83
2021-11-15	N	Furman	SC	Belmont	A	L, 95-89	L	95-89	95	89	89	95
2022-02-05	C	Chattanooga	SC	Mercer	H	W, 77-68	W	77-68	77	68	77	68
2021-12-04	N	Middle Tennessee	CUSA	Murray St.	A	L, 93-87	L	93-87	93	87	87	93
2021-11-16	N	Santa Clara	WCC	Nevada	H	W, 96-74	W	96-74	96	74	96	74
2022-01-27	C	South Dakota St.	Sum	North Dakota	H	W, 96-61	W	96-61	96	61	96	61
2022-02-15	C	San Jose St.	MWC	Nevada	A	L, 81-72	L	81-72	81	72	72	81
2022-02-19	C	Indiana St.	MVC	Southern Illinois	H	L, 76-72	L	76-72	76	72	72	76
2022-01-08	C	UTEP	CUSA	Southern Miss	H	W, 87-54	W	87-54	87	54	87	54
2022-01-15	C	USC Upstate	BSth	UNC Asheville	A	W, 76-73	W	76-73	76	73	76	73
2021-11-15	N	Buffalo	MAC	North Texas	A	W, 69-66	W	69-66	69	66	69	66
