DATE	TYPE	TeamA	ConfA	TeamB	VenueA	RESULT	ResultA	Scores	split_1	split_2	ScoreA	ScoreB
2020-02-05	C	Nebraska Omaha	Sum	North Dakota St.	H	L, 86-78	L	86-78	86	78	78	86
2020-01-16	C	College of Charlesto	CAA	Northeastern	H	L, 79-76	L	79-76	79	76	76	79
2020-01-15	C	Central Arkansas	Slnd	Stephen F. Austin	H	L, 77-76	L	77-76	77	76	76	77
2020-02-09	C	Loyola Chicago	MVC	Valparaiso	H	W, 70-68	W	70-68	70	68	70	68
2020-03-05	CT	Austin Peay	OVC	Eastern Illinois	N	W, 76-65	W	76-65	76	65	76	65
2019-12-07	N	Wofford	SC	Gardner Webb	H	W, 81-77	W	81-77	81	77	81	77
2020-03-11	CT	Georgia Southern	SB	Georgia St.	A	W, 81-62	W	81-62	81	62	81	62
2020-01-25	C	Youngstown St.	Horz	Green Bay	H	W, 98-94	W	98-94	98	94	98	94
2019-12-07	N	Hawaii	BW	Oregon	A	L, 89-64	L	89-64	89	64	64	89
2020-02-12	C	Holy Cross	Pat	Lehigh	A	L, 89-82	L	89-82	89	82	82	89
2020-03-03	CT	Jacksonville	ASun	North Florida	A	L, 91-88	L	91-88	91	88	88	91
2020-01-25	C	Bucknell	Pat	Loyola MD	H	W, 98-83	W	98-83	98	83	98	83
2019-12-30	N	Akron	MAC	Massachusetts	H	W, 85-79	W	85-79	85	79	85	79
2019-11-25	N	Nevada	MWC	Bowling Green	N	W, 77-62	W	77-62	77	62	77	62
2020-01-25	C	Portland St.	BSky	Northern Arizona	A	L, 84-82	L	84-82	84	82	82	84
2019-12-04	C	Fresno St.	MWC	UNLV	H	L, 81-80	L	81-80	81	80	80	81
2020-01-30	C	Central Connecticut	NEC	St. Francis PA	A	L, 84-77	L	84-77	84	77	77	84
2020-02-27	C	College of Charlesto	CAA	Delaware	H	W, 80-71	W	80-71	80	71	80	71
2019-12-29	N	Harvard	Ivy	California	A	W, 71-63	W	71-63	71	63	71	63
2020-01-06	C	Louisiana Lafayette	SB	Appalachian St.	A	W, 81-73	W	81-73	81	73	81	73
2020-01-11	C	North Carolina A&T	MEAC	Maryland Eastern Sho	A	W, 91-53	W	91-53	91	53	91	53
2020-02-08	C	Wright St.	Horz	Oakland	H	W, 83-71	W	83-71	83	71	83	71
2019-12-13	N	Loyola Marymount	WCC	Prairie View A&M	H	W, 79-76	W	79-76	79	76	79	76
2020-01-04	C	Wagner	NEC	Sacred Heart	H	L, 81-74	L	81-74	81	74	74	81
2019-12-28	N	Hampton	BSth	Saint Peter's	H	W, 70-67	W	70-67	70	67	70	67
2020-01-30	C	North Florida	ASun	Stetson	H	W, 78-65	W	78-65	78	65	78	65
2020-02-08	C	Towson	CAA	Drexel	A	W, 76-69	W	76-69	76	69	76	69
2020-02-08	C	UC Santa Barbara	BW	UC Irvine	H	W, 64-61	W	64-61	64	61	64	61
2020-02-29	C	Youngstown St.	Horz	Milwaukee	A	W, 73-69	W	73-69	73	69	73	69
2019-12-29	N	Merrimack	NEC	Boston University	H	L, 69-67	L	69-67	69	67	67	69
2020-01-25	C	Toledo	MAC	Bowling Green	H	L, 85-79	L	85-79	85	79	79	85
2019-12-03	N	Georgia St.	SB	Dartmouth	H	W, 83-80	W	83-80	83	80	83	80
2020-01-18	C	South Alabama	SB	Georgia Southern	H	W, 74-68	W	74-68	74	68	74	68
2020-03-05	C	Idaho St.	BSky	Eastern Washington	A	L, 100-75	L	100-75	100	75	75	100
2020-01-23	C	Jacksonville	ASun	Lipscomb	A	W, 89-85	W	89-85	89	85	89	85
2020-03-09	CT	Louisiana Lafayette	SB	Georgia Southern	A	L, 82-81	L	82-81	82	81	81	82
2020-02-08	C	Missouri St.	MVC	Southern Illinois	A	L, 68-66	L	68-66	68	66	66	68
2019-11-15	N	Utah St.	MWC	North Carolina A&T	H	W, 81-54	W	81-54	81	54	81	54
2020-02-01	C	Elon	CAA	Northeastern	H	W, 74-69	W	74-69	74	69	74	69
2020-03-03	C	Ohio	MAC	Akron	A	L, 74-67	L	74-67	74	67	67	74
2019-12-04	N	Drexel	CAA	Princeton	H	W, 82-76	W	82-76	82	76	82	76
2020-01-29	C	South Dakota St.	Sum	Oral Roberts	A	W, 76-61	W	76-61	76	61	76	61
2020-01-02	C	Charleston Southern	BSth	USC Upstate	H	W, 89-75	W	89-75	89	75	89	75
2019-12-14	N	Delaware	CAA	Villanova	N	L, 78-70	L	78-70	78	70	70	78
2019-12-14	N	Furman	SC	Winthrop	H	W, 80-73	W	80-73	80	73	80	73
2019-11-11	N	San Francisco	WCC	Yale	H	W, 84-79	W	84-79	84	79	84	79
2019-11-10	N	Drexel	CAA	Abilene Christian	H	W, 86-83	W	86-83	86	83	86	83
2020-02-04	C	Bowling Green	MAC	Central Michigan	A	L, 92-82	L	92-82	92	82	82	92
2020-01-22	C	UC Santa Barbara	BW	Cal St. Northridge	H	L, 83-75	L	83-75	83	75	75	83
2019-12-28	C	College of Charlesto	CAA	Drexel	A	W, 76-65	W	76-65	76	65	76	65
2020-02-22	C	Ball St.	MAC	Eastern Michigan	H	W, 64-55	W	64-55	64	55	64	55
2020-02-29	C	Iona	MAAC	Niagara	A	L, 100-91	L	100-91	100	91	91	100
2019-12-21	N	Bethune Cookman	MEAC	Marist	H	W, 85-56	W	85-56	85	56	85	56
2019-12-22	N	Old Dominion	CUSA	Maryland Eastern Sho	H	W, 76-52	W	76-52	76	52	76	52
2020-02-22	C	Eastern Washington	BSky	Northern Arizona	H	W, 80-70	W	80-70	80	70	80	70
2019-12-21	N	Northern Arizona	BSky	Pepperdine	A	L, 75-73	L	75-73	75	73	73	75
2020-02-22	C	The Citadel	SC	Western Carolina	A	L, 96-84	L	96-84	96	84	84	96
2020-02-29	C	South Alabama	SB	Troy	H	W, 78-63	W	78-63	78	63	78	63
2020-01-30	C	Towson	CAA	UNC Wilmington	H	W, 77-66	W	77-66	77	66	77	66
2020-01-18	C	Boise St.	MWC	Utah St.	H	W, 88-83	W	88-83	88	83	88	83
2020-02-08	C	Jackson St.	SWAC	Alcorn St.	H	W, 86-57	W	86-57	86	57	86	57
2020-01-18	C	Western Kentucky	CUSA	Charlotte	H	W, 80-63	W	80-63	80	63	80	63
2020-02-28	C	Cornell	Ivy	Dartmouth	H	L, 82-70	L	82-70	82	70	70	82
2020-02-27	C	Delaware	CAA	College of Charlesto	A	L, 80-71	L	80-71	80	71	71	80
2020-02-15	C	Drexel	CAA	Elon	A	L, 75-70	L	75-70	75	70	70	75
2019-11-13	N	FIU	CUSA	North Carolina St.	A	L, 86-77	L	86-77	86	77	77	86
2020-01-25	C	Detroit	Horz	Illinois Chicago	H	W, 70-69	W	70-69	70	69	70	69
2019-12-17	N	Iona	MAAC	Princeton	N	L, 90-86	L	90-86	90	86	86	90
2019-11-05	N	Little Rock	SB	Missouri St.	A	W, 67-66	W	67-66	67	66	67	66
2020-02-29	C	Loyola Chicago	MVC	Bradley	A	W, 67-66	W	67-66	67	66	67	66
2020-02-29	C	New Mexico St.	WAC	Cal St. Bakersfield	A	W, 62-46	W	62-46	62	46	62	46
2020-01-04	C	Sacred Heart	NEC	Wagner	A	W, 81-74	W	81-74	81	74	81	74
2019-11-27	N	South Dakota St.	Sum	Samford	H	W, 86-77	W	86-77	86	77	86	77
2020-01-30	C	UAB	CUSA	UTSA	A	W, 76-68	W	76-68	76	68	76	68
2020-01-08	C	Binghamton	AE	UMBC	H	W, 79-75	W	79-75	79	75	79	75
2020-01-18	C	Gardner Webb	BSth	USC Upstate	H	W, 83-67	W	83-67	83	67	83	67
2020-01-02	C	Utah Valley	WAC	Chicago St.	A	W, 94-73	W	94-73	94	73	94	73
2019-11-21	N	Coastal Carolina	SB	Utah	H	W, 79-57	W	79-57	79	57	79	57
2019-11-10	N	Fresno St.	MWC	Winthrop	H	W, 77-74	W	77-74	77	74	77	74
2020-02-22	C	Wofford	SC	Furman	A	L, 67-66	L	67-66	67	66	66	67
2020-02-25	C	Bowling Green	MAC	Akron	H	W, 78-60	W	78-60	78	60	78	60
2020-03-07	C	Princeton	Ivy	Cornell	H	L, 85-82	L	85-82	85	82	82	85
2020-01-18	C	Portland St.	BSky	Idaho St.	H	W, 82-76	W	82-76	82	76	82	76
2020-02-12	C	Loyola Chicago	MVC	Evansville	A	W, 73-66	W	73-66	73	66	73	66
2020-01-25	C	Montana	BSky	Weber St.	A	L, 87-85	L	87-85	87	85	85	87
2020-01-15	C	New Orleans	Slnd	Houston Baptist	A	W, 106-98	W	106-98	106	98	106	98
2020-02-29	C	Missouri St.	MVC	Southern Illinois	H	W, 84-59	W	84-59	84	59	84	59
2020-02-22	C	Mississippi Valley S	SWAC	Texas Southern	H	L, 94-92	L	94-92	94	92	92	94
2020-03-07	C	FIU	CUSA	Western Kentucky	H	L, 91-85	L	91-85	91	85	85	91
2020-01-06	C	Bethune Cookman	MEAC	Howard	A	W, 102-73	W	102-73	102	73	102	73
2020-02-15	C	Rice	CUSA	Charlotte	H	W, 70-54	W	70-54	70	54	70	54
2019-12-07	N	Kent St.	MAC	Cleveland St.	H	W, 81-59	W	81-59	81	59	81	59
2020-01-11	C	Coastal Carolina	SB	UT Arlington	A	W, 82-77	W	82-77	82	77	82	77
2019-11-15	N	Jacksonville	ASun	UMass Lowell	A	W, 80-78	W	80-78	80	78	80	78
2020-01-07	C	Miami OH	MAC	Bowling Green	A	L, 78-76	L	78-76	78	76	76	78
2019-12-19	N	Cal St. Bakersfield	WAC	Montana St.	H	W, 74-72	W	74-72	74	72	74	72
2019-11-30	N	Navy	Pat	Brown	A	W, 76-56	W	76-56	76	56	76	56
2020-01-11	C	South Dakota	Sum	Nebraska Omaha	H	W, 91-81	W	91-81	91	81	91	81
2019-12-17	N	North Carolina Centr	MEAC	Louisiana Tech	A	L, 69-60	L	69-60	69	60	60	69
2019-12-31	C	Illinois St.	MVC	Northern Iowa	H	W, 76-70	W	76-70	76	70	76	70
2020-01-11	C	South Dakota St.	Sum	Fort Wayne	A	W, 70-61	W	70-61	70	61	70	61
2020-01-11	C	UTSA	CUSA	Southern Miss	H	W, 80-70	W	80-70	80	70	80	70
2019-11-06	N	Belmont	OVC	Illinois St.	A	L, 79-72	L	79-72	79	72	72	79
2019-12-14	N	Pepperdine	WCC	Central Arkansas	H	W, 92-79	W	92-79	92	79	92	79
2020-03-03	CT	Oakland	Horz	Cleveland St.	H	W, 80-59	W	80-59	80	59	80	59
2019-11-09	N	College of Charlesto	CAA	Georgia St.	H	W, 84-80	W	84-80	84	80	84	80
2020-01-18	C	Hampton	BSth	UNC Asheville	A	W, 88-86	W	88-86	88	86	88	86
2019-11-19	N	Nebraska Omaha	Sum	Dayton	A	L, 93-68	L	93-68	93	68	68	93
2019-11-09	N	San Francisco	WCC	Princeton	H	W, 82-72	W	82-72	82	72	82	72
2020-02-01	C	South Alabama	SB	Georgia Southern	A	W, 79-69	W	79-69	79	69	79	69
2020-01-11	C	Furman	SC	UNC Greensboro	H	L, 86-73	L	86-73	86	73	73	86
2019-11-18	N	Utah Valley	WAC	Kentucky	A	L, 82-74	L	82-74	82	74	74	82
2019-12-30	C	William & Mary	CAA	Elon	A	W, 74-73	W	74-73	74	73	74	73
2020-01-18	C	Alcorn St.	SWAC	Mississippi Valley S	A	W, 105-73	W	105-73	105	73	105	73
2020-02-01	C	Lehigh	Pat	Army	H	L, 80-79	L	80-79	80	79	79	80
2019-11-12	N	South Alabama	SB	Auburn	H	L, 70-69	L	70-69	70	69	69	70
2020-02-01	C	St. Francis PA	NEC	Bryant	H	W, 84-64	W	84-64	84	64	84	64
2019-11-27	N	Georgia St.	SB	Charlotte	H	W, 81-78	W	81-78	81	78	81	78
2019-11-05	N	Florida Gulf Coast	ASun	Saint Louis	A	L, 89-67	L	89-67	89	67	67	89
2020-03-05	C	Alcorn St.	SWAC	Prairie View A&M	H	W, 80-71	W	80-71	80	71	80	71
2020-01-18	C	Southern Miss	CUSA	Rice	H	W, 81-68	W	81-68	81	68	81	68
2019-12-30	C	Indiana St.	MVC	Southern Illinois	H	W, 68-56	W	68-56	68	56	68	56
2020-01-22	C	Albany	AE	UMass Lowell	H	W, 101-75	W	101-75	101	75	101	75
2020-02-15	C	Winthrop	BSth	Presbyterian	A	W, 89-88	W	89-88	89	88	89	88
2019-12-28	N	Belmont	OVC	Western Kentucky	A	W, 79-62	W	79-62	79	62	79	62
2019-12-07	N	Winthrop	BSth	Coastal Carolina	H	L, 92-88	L	92-88	92	88	88	92
2019-12-08	N	Saint Mary's	WCC	Dayton	N	L, 78-68	L	78-68	78	68	68	78
2019-11-30	N	Cal St. Northridge	BW	Fresno St.	H	W, 73-72	W	73-72	73	72	73	72
2019-12-04	N	Green Bay	Horz	Xavier	A	L, 84-71	L	84-71	84	71	71	84
2020-01-16	C	NJIT	ASun	Lipscomb	H	W, 75-57	W	75-57	75	57	75	57
2019-12-30	C	Wright St.	Horz	Milwaukee	H	W, 82-70	W	82-70	82	70	82	70
2020-02-22	C	Florida A&M	MEAC	Norfolk St.	H	W, 66-63	W	66-63	66	63	66	63
2020-02-01	C	North Dakota St.	Sum	Fort Wayne	A	W, 71-60	W	71-60	71	60	71	60
2020-02-08	C	Weber St.	BSky	Northern Arizona	H	W, 76-70	W	76-70	76	70	76	70
2019-12-28	N	Oral Roberts	Sum	BYU	A	L, 79-73	L	79-73	79	73	73	79
2020-02-15	C	Radford	BSth	Campbell	A	W, 73-60	W	73-60	73	60	73	60
2020-02-02	C	Rider	MAAC	Monmouth	A	L, 90-84	L	90-84	90	84	84	90
2020-01-04	C	Fresno St.	MWC	San Jose St.	H	W, 79-64	W	79-64	79	64	79	64
2019-12-18	N	Santa Clara	WCC	San Jose St.	H	W, 89-84	W	89-84	89	84	89	84
2020-02-22	C	UC Irvine	BW	Cal St. Northridge	A	W, 87-64	W	87-64	87	64	87	64
2019-12-20	N	Illinois Chicago	Horz	UC Irvine	H	W, 76-67	W	76-67	76	67	76	67
2020-01-11	C	Elon	CAA	UNC Wilmington	H	W, 80-63	W	80-63	80	63	80	63
2020-02-29	C	Grand Canyon	WAC	UT Rio Grande Valley	H	L, 88-80	L	88-80	88	80	80	88
2020-01-20	C	Portland St.	BSky	Weber St.	H	W, 92-76	W	92-76	92	76	92	76
2019-11-24	N	Western Carolina	SC	Stetson	A	W, 70-64	W	70-64	70	64	70	64
2020-01-25	C	Appalachian St.	SB	Coastal Carolina	A	W, 78-58	W	78-58	78	58	78	58
2019-12-14	N	Dartmouth	Ivy	Boston University	A	L, 78-76	L	78-76	78	76	76	78
2020-03-04	C	Florida Atlantic	CUSA	Marshall	A	L, 94-82	L	94-82	94	82	82	94
2019-11-05	N	Houston Baptist	Slnd	Tulsa	A	L, 80-72	L	80-72	80	72	72	80
2019-11-23	N	Saint Mary's	WCC	Lehigh	H	W, 77-66	W	77-66	77	66	77	66
2019-12-07	N	Murray St.	OVC	Middle Tennessee	H	W, 85-52	W	85-52	85	52	85	52
2019-11-11	N	Presbyterian	BSth	VMI	A	W, 80-77	W	80-77	80	77	80	77
2019-12-04	N	Toledo	MAC	Cleveland St.	A	W, 80-65	W	80-65	80	65	80	65
2019-11-23	N	UMKC	WAC	East Carolina	N	W, 74-68	W	74-68	74	68	74	68
2019-11-12	N	Valparaiso	MVC	SIU Edwardsville	A	W, 89-76	W	89-76	89	76	89	76
2019-12-30	C	Elon	CAA	William & Mary	H	L, 74-73	L	74-73	74	73	73	74
2019-11-20	N	Colorado St.	MWC	Arkansas St.	H	L, 80-78	L	80-78	80	78	78	80
2019-11-09	N	Boise St.	MWC	Oregon	A	L, 106-75	L	106-75	106	75	75	106
2019-11-09	N	New Mexico	MWC	Cal St. Northridge	H	W, 97-70	W	97-70	97	70	97	70
2019-11-26	N	Navy	Pat	Cornell	H	W, 72-61	W	72-61	72	61	72	61
2019-12-03	N	Dartmouth	Ivy	Georgia St.	A	L, 83-80	L	83-80	83	80	80	83
2019-12-07	N	Gardner Webb	BSth	Wofford	A	L, 81-77	L	81-77	81	77	77	81
2020-02-07	C	Yale	Ivy	Harvard	H	L, 78-77	L	78-77	78	77	77	78
2020-02-22	C	Hofstra	CAA	Delaware	A	W, 78-62	W	78-62	78	62	78	62
2020-01-04	C	Indiana St.	MVC	Drake	A	L, 80-76	L	80-76	80	76	76	80
2020-01-04	C	Jacksonville St.	OVC	Eastern Kentucky	A	W, 80-71	W	80-71	80	71	80	71
2019-12-14	N	Albany	AE	Niagara	H	W, 84-80	W	84-80	84	80	84	80
2019-12-17	N	Louisiana Tech	CUSA	North Carolina Centr	H	W, 69-60	W	69-60	69	60	69	60
2019-11-29	N	North Dakota	Sum	Florida Gulf Coast	A	W, 78-63	W	78-63	78	63	78	63
2020-02-29	C	New Mexico	MWC	Utah St.	H	W, 66-64	W	66-64	66	64	66	64
2020-02-13	C	Cal St. Northridge	BW	Cal Poly	H	W, 81-73	W	81-73	81	73	81	73
2019-12-03	C	Chattanooga	SC	Western Carolina	A	L, 87-77	L	87-77	87	77	77	87
2020-03-09	CT	Northeastern	CAA	Elon	N	W, 68-60	W	68-60	68	60	68	60
2020-01-14	C	Miami OH	MAC	Kent St.	H	W, 77-74	W	77-74	77	74	77	74
2020-02-29	C	Lamar	Slnd	Stephen F. Austin	A	L, 95-76	L	95-76	95	76	76	95
2019-12-01	N	Long Beach St.	BW	Penn	N	L, 95-79	L	95-79	95	79	79	95
2020-01-30	C	Pacific	WCC	Loyola Marymount	H	W, 62-50	W	62-50	62	50	62	50
2020-02-12	C	Loyola MD	Pat	American	A	L, 81-76	L	81-76	81	76	76	81
2020-01-11	C	Mount St. Mary's	NEC	Bryant	A	W, 67-65	W	67-65	67	65	67	65
2020-02-26	C	North Dakota	Sum	Nebraska Omaha	A	L, 84-83	L	84-83	84	83	83	84
2020-02-02	C	Niagara	MAAC	Quinnipiac	H	W, 75-59	W	75-59	75	59	75	59
2019-11-16	N	Fort Wayne	Sum	Stetson	H	W, 79-55	W	79-55	79	55	79	55
2020-01-22	C	Chattanooga	SC	The Citadel	H	W, 92-69	W	92-69	92	69	92	69
2019-12-07	N	UC Santa Barbara	BW	UT Arlington	A	W, 72-68	W	72-68	72	68	72	68
2020-01-11	C	New Mexico St.	WAC	UMKC	H	W, 74-71	W	74-71	74	71	74	71
2020-01-09	C	William & Mary	CAA	UNC Wilmington	H	W, 79-63	W	79-63	79	63	79	63
2019-12-04	C	UNLV	MWC	Fresno St.	A	W, 81-80	W	81-80	81	80	81	80
2019-11-30	N	Charlotte	CUSA	USC Upstate	H	W, 83-47	W	83-47	83	47	83	47
2020-01-30	C	USC Upstate	BSth	Presbyterian	A	W, 77-74	W	77-74	77	74	77	74
2020-02-12	C	UNC Greensboro	SC	Western Carolina	H	W, 82-62	W	82-62	82	62	82	62
2020-01-18	C	Central Arkansas	Slnd	Nicholls St.	A	L, 79-72	L	79-72	79	72	72	79
2019-12-08	N	Niagara	MAAC	Colgate	H	W, 93-82	W	93-82	93	82	93	82
2020-02-15	C	Fairleigh Dickinson	NEC	Robert Morris	A	W, 72-71	W	72-71	72	71	72	71
2020-01-25	C	Charlotte	CUSA	FIU	H	W, 75-49	W	75-49	75	49	75	49
2020-01-04	C	Sacramento St.	BSky	Idaho St.	H	W, 68-49	W	68-49	68	49	68	49
2020-01-28	C	Toledo	MAC	Kent St.	H	L, 83-70	L	83-70	83	70	70	83
2020-02-08	C	Liberty	ASun	North Alabama	A	W, 74-56	W	74-56	74	56	74	56
2020-01-25	C	South Alabama	SB	Little Rock	H	L, 73-71	L	73-71	73	71	71	73
2019-11-05	N	Montana St.	BSky	Utah St.	A	L, 81-73	L	81-73	81	73	73	81
2020-01-16	C	North Florida	ASun	Jacksonville	A	W, 75-68	W	75-68	75	68	75	68
2019-11-09	N	Princeton	Ivy	San Francisco	A	L, 82-72	L	82-72	82	72	72	82
2020-02-22	C	San Diego	WCC	Saint Mary's	A	L, 92-63	L	92-63	92	63	63	92
2019-12-03	N	Louisiana Lafayette	SB	Southeastern Louisia	H	W, 98-81	W	98-81	98	81	98	81
2020-03-01	C	Northeastern	CAA	Towson	H	L, 75-72	L	75-72	75	72	72	75
2019-12-15	N	Chattanooga	SC	Troy	H	W, 84-80	W	84-80	84	80	84	80
2020-03-04	CT	Wyoming	MWC	Colorado St.	N	W, 80-74	W	80-74	80	74	80	74
2020-02-04	C	Nevada	MWC	Air Force	H	W, 88-54	W	88-54	88	54	88	54
2020-02-20	C	Austin Peay	OVC	SIU Edwardsville	A	W, 78-60	W	78-60	78	60	78	60
2020-02-29	C	New Hampshire	AE	Binghamton	H	W, 89-70	W	89-70	89	70	89	70
2020-02-21	C	Bryant	NEC	St. Francis NY	A	W, 82-74	W	82-74	82	74	82	74
2019-11-23	N	East Tennessee St.	SC	Delaware St.	H	W, 98-66	W	98-66	98	66	98	66
2019-11-22	N	Loyola Marymount	WCC	Indiana St.	N	L, 72-60	L	72-60	72	60	60	72
2020-01-07	C	Drake	MVC	Loyola Chicago	H	W, 65-62	W	65-62	65	62	65	62
2020-02-22	C	Central Arkansas	Slnd	Nicholls St.	H	W, 84-65	W	84-65	84	65	84	65
2019-12-31	C	Northern Iowa	MVC	Illinois St.	A	L, 76-70	L	76-70	76	70	70	76
2019-11-26	N	Louisiana Monroe	SB	Northwestern St.	H	W, 77-69	W	77-69	77	69	77	69
2019-12-04	N	Penn	Ivy	Villanova	A	L, 80-69	L	80-69	80	69	69	80
2019-11-15	N	Radford	BSth	Georgia Southern	A	L, 76-73	L	76-73	76	73	73	76
2019-11-06	N	San Jose St.	MWC	Hofstra	A	W, 79-71	W	79-71	79	71	79	71
2019-12-30	C	Southern Utah	BSky	Portland St.	A	W, 83-81	W	83-81	83	81	83	81
2019-12-21	N	American	Pat	Stony Brook	H	L, 77-74	L	77-74	77	74	74	77
2020-03-07	C	Alcorn St.	SWAC	Texas Southern	H	W, 90-75	W	90-75	90	75	90	75
2020-02-01	C	Troy	SB	Georgia St.	A	W, 84-78	W	84-78	84	78	84	78
2020-02-01	C	James Madison	CAA	UNC Wilmington	H	W, 83-66	W	83-66	83	66	83	66
2020-01-25	C	North Dakota	Sum	Western Illinois	H	W, 83-77	W	83-77	83	77	83	77
2020-02-01	C	FIU	CUSA	Western Kentucky	H	W, 81-76	W	81-76	81	76	81	76
2019-11-13	N	Ball St.	MAC	Illinois Chicago	A	W, 67-48	W	67-48	67	48	67	48
2019-11-19	N	Cal St. Bakersfield	WAC	San Francisco	A	L, 100-70	L	100-70	100	70	70	100
2019-11-09	N	Bradley	MVC	IUPUI	H	W, 90-56	W	90-56	90	56	90	56
2020-02-29	C	Sacramento St.	BSky	Montana	H	L, 79-71	L	79-71	79	71	71	79
2020-01-16	C	Oral Roberts	Sum	Western Illinois	A	W, 87-70	W	87-70	87	70	87	70
2020-02-22	C	Penn	Ivy	Harvard	A	L, 69-65	L	69-65	69	65	65	69
2020-01-31	C	Canisius	MAAC	Quinnipiac	H	L, 90-73	L	90-73	90	73	73	90
2020-02-29	C	Loyola Marymount	WCC	San Francisco	H	L, 69-67	L	69-67	69	67	67	69
2020-02-27	C	Cal Poly	BW	UC Irvine	H	L, 82-76	L	82-76	82	76	76	82
2020-02-29	C	UNC Greensboro	SC	Chattanooga	A	L, 74-72	L	74-72	74	72	72	74
2020-02-22	C	New Mexico St.	WAC	UT Rio Grande Valley	H	W, 78-62	W	78-62	78	62	78	62
2019-11-09	N	Wright St.	Horz	Miami OH	A	W, 88-81	W	88-81	88	81	88	81
2020-01-20	C	Presbyterian	BSth	Campbell	H	W, 85-79	W	85-79	85	79	85	79
2019-12-03	N	Coppin St.	MEAC	East Carolina	A	W, 85-75	W	85-75	85	75	85	75
2020-02-29	C	Delaware	CAA	UNC Wilmington	A	W, 82-65	W	82-65	82	65	82	65
2020-02-15	C	Portland St.	BSky	Eastern Washington	H	L, 89-81	L	89-81	89	81	81	89
2019-12-11	N	Fresno St.	MWC	California	A	L, 69-63	L	69-63	69	63	63	69
2020-02-05	C	Vermont	AE	Maine	H	W, 77-52	W	77-52	77	52	77	52
2020-02-15	C	Northwestern St.	Slnd	McNeese St.	H	W, 84-79	W	84-79	84	79	84	79
2019-11-27	N	New Mexico St.	WAC	George Mason	N	L, 68-64	L	68-64	68	64	64	68
2020-02-13	C	Lipscomb	ASun	NJIT	H	W, 77-63	W	77-63	77	63	77	63
2019-11-30	N	Northern Arizona	BSky	South Dakota	H	W, 76-72	W	76-72	76	72	76	72
2020-01-29	C	Sam Houston St.	Slnd	Texas A&M Corpus Chr	H	W, 80-61	W	80-61	80	61	80	61
2019-12-15	N	Texas A&M Corpus Chr	Slnd	Texas A&M	A	L, 63-60	L	63-60	63	60	60	63
2019-11-09	N	Pepperdine	WCC	UC Irvine	H	W, 77-73	W	77-73	77	73	77	73
2020-02-02	C	Green Bay	Horz	Wright St.	H	W, 92-89	W	92-89	92	89	92	89
2019-12-11	N	Yale	Ivy	Massachusetts	A	W, 83-80	W	83-80	83	80	83	80
2020-01-25	C	Bethune Cookman	MEAC	North Carolina A&T	A	L, 98-95	L	98-95	98	95	95	98
2020-02-29	C	Boston University	Pat	Bucknell	H	W, 74-71	W	74-71	74	71	74	71
2020-02-06	C	Cal St. Bakersfield	WAC	Cal Baptist	A	L, 74-69	L	74-69	74	69	69	74
2019-12-01	N	Canisius	MAAC	Mercer	N	W, 76-66	W	76-66	76	66	76	66
2019-11-30	N	Detroit	Horz	Ohio	A	L, 91-81	L	91-81	91	81	81	91
2019-12-18	N	Jacksonville	ASun	Presbyterian	A	W, 81-58	W	81-58	81	58	81	58
2020-01-29	C	Mercer	SC	East Tennessee St.	A	W, 71-55	W	71-55	71	55	71	55
2020-01-18	C	New Mexico St.	WAC	Seattle	A	W, 75-67	W	75-67	75	67	75	67
2020-01-27	C	Eastern Washington	BSky	Northern Colorado	H	W, 89-84	W	89-84	89	84	89	84
2020-01-18	C	Old Dominion	CUSA	Marshall	A	L, 68-67	L	68-67	68	67	67	68
2020-01-23	C	St. Francis NY	NEC	Robert Morris	H	W, 78-57	W	78-57	78	57	78	57
2020-01-15	C	East Tennessee St.	SC	Samford	H	W, 88-63	W	88-63	88	63	88	63
2020-02-26	C	Texas A&M Corpus Chr	Slnd	New Orleans	A	W, 81-75	W	81-75	81	75	81	75
2019-12-29	N	VMI	SC	USC Upstate	A	L, 91-82	L	91-82	91	82	82	91
2020-02-22	C	Charlotte	CUSA	Western Kentucky	A	W, 72-70	W	72-70	72	70	72	70
2020-03-07	C	Penn	Ivy	Columbia	H	W, 85-65	W	85-65	85	65	85	65
2020-02-01	C	Oral Roberts	Sum	Denver	H	W, 86-77	W	86-77	86	77	86	77
2019-12-31	N	Vermont	AE	George Washington	H	W, 76-51	W	76-51	76	51	76	51
2020-02-06	C	Green Bay	Horz	IUPUI	A	W, 91-85	W	91-85	91	85	91	85
2020-02-12	C	Lehigh	Pat	Holy Cross	H	W, 89-82	W	89-82	89	82	89	82
2020-01-05	C	Northwestern St.	Slnd	Houston Baptist	H	W, 106-79	W	106-79	106	79	106	79
2019-12-14	N	Houston Baptist	Slnd	Rice	A	L, 96-84	L	96-84	96	84	84	96
2020-01-25	C	IUPUI	Horz	Oakland	A	W, 89-85	W	89-85	89	85	89	85
2019-11-27	N	Loyola Chicago	MVC	Old Dominion	N	W, 68-61	W	68-61	68	61	68	61
2020-01-08	C	Marist	MAAC	Fairfield	A	W, 70-58	W	70-58	70	58	70	58
2020-02-12	C	Vermont	AE	New Hampshire	H	W, 74-50	W	74-50	74	50	74	50
2019-12-08	N	Eastern Washington	BSky	North Dakota	H	W, 98-82	W	98-82	98	82	98	82
2020-01-25	C	Oral Roberts	Sum	South Dakota	A	L, 91-80	L	91-80	91	80	80	91
